@index@position@year@title@artist@decade
0@0@1@2014@Happy@Pharrell Williams@2010
1@1@2@2014@Dark Horse@Katy Perry Featuring Juicy J@2010
2@2@3@2014@All Of Me@John Legend@2010
3@3@4@2014@Fancy@Iggy Azalea Featuring Charli XCX@2010
4@4@5@2014@Counting Stars@OneRepublic@2010
5@5@6@2014@Talk Dirty@Jason Derulo Featuring 2 Chainz@2010
6@6@7@2014@Rude@MAGIC!@2010
7@7@8@2014@All About That Bass@Meghan Trainor@2010
8@8@9@2014@Problem@Ariana Grande Featuring Iggy Azalea@2010
9@9@10@2014@Stay With Me@Sam Smith@2010
10@10@11@2014@Timber@Pitbull Featuring Ke$ha@2010
11@11@12@2014@Pompeii@Bastille@2010
12@12@13@2014@Shake It Off@Taylor Swift@2010
13@13@14@2014@Am I Wrong@Nico & Vinz@2010
14@14@15@2014@Turn Down For What@DJ Snake & Lil Jon@2010
15@15@16@2014@The Monster@Eminem Featuring Rihanna@2010
16@16@17@2014@Say Something@A Great Big World & Christina Aguilera@2010
17@17@18@2014@Team@Lorde@2010
18@18@19@2014@Let Her Go@Passenger@2010
19@19@20@2014@Royals@Lorde@2010
20@20@21@2014@Let It Go@Idina Menzel@2010
21@21@22@2014@Wake Me Up!@Avicii@2010
22@22@23@2014@Demons@Imagine Dragons@2010
23@23@24@2014@Story Of My Life@One Direction@2010
24@24@25@2014@Chandelier@Sia@2010
25@25@26@2014@Black Widow@Iggy Azalea Featuring Rita Ora@2010
26@26@27@2014@Bang Bang@Jessie J, Ariana Grande & Nicki Minaj@2010
27@27@28@2014@Latch@Disclosure Featuring Sam Smith@2010
28@28@29@2014@Maps@Maroon 5@2010
29@29@30@2014@Loyal@Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga@2010
30@30@31@2014@Best Day Of My Life@American Authors@2010
31@31@32@2014@Habits (Stay High)@Tove Lo@2010
32@32@33@2014@Summer@Calvin Harris@2010
33@33@34@2014@Boom Clap@Charli XCX@2010
34@34@35@2014@Drunk In Love@Beyonce Featuring Jay Z@2010
35@35@36@2014@Anaconda@Nicki Minaj@2010
36@36@37@2014@Break Free@Ariana Grande Featuring Zedd@2010
37@37@38@2014@Bailando@Enrique Iglesias Featuring Descemer Bueno & Gente de Zona@2010
38@38@39@2014@Burn@Ellie Goulding@2010
39@39@40@2014@Wiggle@Jason Derulo Featuring Snoop Dogg@2010
40@40@41@2014@Rather Be@Clean Bandit Featuring Jess Glynne@2010
41@41@42@2014@Don't Tell 'Em@Jeremih Featuring YG@2010
42@42@43@2014@Show Me@Kid Ink Featuring Chris Brown@2010
43@43@44@2014@Wrecking Ball@Miley Cyrus@2010
44@44@45@2014@Not A Bad Thing@Justin Timberlake@2010
45@45@46@2014@Roar@Katy Perry@2010
46@46@47@2014@Ain't It Fun@Paramore@2010
47@47@48@2014@The Man@Aloe Blacc@2010
48@48@49@2014@This Is How We Roll@Florida Georgia Line Featuring Luke Bryan@2010
49@49@50@2014@Classic@MKTO@2010
50@50@51@2014@A Sky Full Of Stars@Coldplay@2010
51@51@52@2014@Don't@Ed Sheeran@2010
52@52@53@2014@Na Na@Trey Songz@2010
53@53@54@2014@Hot Boy@Bobby Shmurda@2010
54@54@55@2014@Hold On, We're Going Home@Drake Featuring Majid Jordan@2010
55@55@56@2014@Sing@Ed Sheeran@2010
56@56@57@2014@Radioactive@Imagine Dragons@2010
57@57@58@2014@My Hitta@YG Featuring Jeezy & Rich Homie Quan@2010
58@58@59@2014@Cool Kids@Echosmith@2010
