@index@position@year@title@artist@decade
0@0@1@2012@Somebody That I Used To Know@Gotye Featuring Kimbra@2010
1@1@2@2012@Call Me Maybe@Carly Rae Jepsen@2010
2@2@3@2012@We Are Young@fun. Featuring Janelle Monae@2010
3@3@4@2012@Payphone@Maroon 5 Featuring Wiz Khalifa@2010
4@4@5@2012@Lights@Ellie Goulding@2010
5@5@6@2012@Glad You Came@The Wanted@2010
6@6@7@2012@Stronger (What Doesn't Kill You)@Kelly Clarkson@2010
7@7@8@2012@We Found Love@Rihanna Featuring Calvin Harris@2010
8@8@9@2012@Starships@Nicki Minaj@2010
9@9@10@2012@What Makes You Beautiful@One Direction@2010
10@10@11@2012@Wild Ones@Flo Rida Featuring Sia@2010
11@11@12@2012@Set Fire To The Rain@Adele@2010
12@12@13@2012@Sexy And I Know It@LMFAO@2010
13@13@14@2012@Some Nights@fun.@2010
14@14@15@2012@Wide Awake@Katy Perry@2010
15@15@16@2012@Good Feeling@Flo Rida@2010
16@16@17@2012@Whistle@Flo Rida@2010
17@17@18@2012@One More Night@Maroon 5@2010
18@18@19@2012@Drive By@Train@2010
19@19@20@2012@The Motto@Drake Featuring Lil Wayne@2010
20@20@21@2012@Where Have You Been@Rihanna@2010
21@21@22@2012@Everybody Talks@Neon Trees@2010
22@22@23@2012@Take Care@Drake Featuring Rihanna@2010
23@23@24@2012@Titanium@David Guetta Featuring Sia@2010
24@24@25@2012@I Won't Give Up@Jason Mraz@2010
25@25@26@2012@It Will Rain@Bruno Mars@2010
26@26@27@2012@Mercy@Kanye West, Big Sean, Pusha T, 2 Chainz@2010
27@27@28@2012@Boyfriend@Justin Bieber@2010
28@28@29@2012@Party Rock Anthem@LMFAO Featuring Lauren Bennett & GoonRock@2010
29@29@30@2012@Too Close@Alex Clare@2010
30@30@31@2012@Part Of Me@Katy Perry@2010
31@31@32@2012@Young, Wild & Free@Snoop Dogg & Wiz Khalifa Featuring Bruno Mars@2010
32@32@33@2012@We Are Never Ever Getting Back Together@Taylor Swift@2010
33@33@34@2012@As Long As You Love Me@Justin Bieber Featuring Big Sean@2010
34@34@35@2012@Turn Me On@David Guetta Featuring Nicki Minaj@2010
