@index@position@year@title@artist@decade
0@0@1@2015@Uptown Funk!@Mark Ronson Featuring Bruno Mars@2010
1@1@2@2015@Thinking Out Loud@Ed Sheeran@2010
2@2@3@2015@See You Again@Wiz Khalifa Featuring Charlie Puth@2010
3@3@4@2015@Trap Queen@Fetty Wap@2010
4@4@5@2015@Sugar@Maroon 5@2010
5@5@6@2015@Shut Up And Dance@WALK THE MOON@2010
6@6@7@2015@Blank Space@Taylor Swift@2010
7@7@8@2015@Watch Me@Silento@2010
8@8@9@2015@Earned It (Fifty Shades Of Grey)@The Weeknd@2010
9@9@10@2015@The Hills@The Weeknd@2010
10@10@11@2015@Cheerleader@OMI@2010
11@11@12@2015@Can't Feel My Face@The Weeknd@2010
12@12@13@2015@Love Me Like You Do@Ellie Goulding@2010
13@13@14@2015@Take Me To Church@Hozier@2010
14@14@15@2015@Bad Blood@Taylor Swift Featuring Kendrick Lamar@2010
15@15@16@2015@Lean On@Major Lazer & DJ Snake Featuring MO@2010
16@16@17@2015@Want To Want Me@ Jason Derulo@2010
17@17@18@2015@Shake It Off@Taylor Swift@2010
18@18@19@2015@Where Are U Now@Skrillex & Diplo With Justin Bieber@2010
19@19@20@2015@Fight Song@Rachel Platten@2010
20@20@21@2015@679@Fetty Wap Featuring Remy Boyz@2010
21@21@22@2015@Lips Are Movin@Meghan Trainor@2010
22@22@23@2015@Worth It@Fifth Harmony Featuring Kid Ink@2010
23@23@24@2015@Post To Be@Omarion Featuring Chris Brown & Jhene Aiko@2010
24@24@25@2015@Honey, I'm Good.@Andy Grammer@2010
25@25@26@2015@I'm Not The Only One@Sam Smith@2010
26@26@27@2015@Good For You@Selena Gomez Featuring A$AP Rocky@2010
27@27@28@2015@All About That Bass@Meghan Trainor@2010
28@28@29@2015@Style@Taylor Swift@2010
29@29@30@2015@Hotline Bling@Drake@2010
30@30@31@2015@Hey Mama@David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack@2010
31@31@32@2015@G.D.F.R.@Flo Rida Featuring Sage The Gemini & Lookas@2010
32@32@33@2015@What Do You Mean?@Justin Bieber@2010
33@33@34@2015@Photograph@Ed Sheeran@2010
34@34@35@2015@Hello@Adele@2010
35@35@36@2015@Stitches@Shawn Mendes@2010
36@36@37@2015@Talking Body@Tove Lo@2010
37@37@38@2015@Jealous@Nick Jonas@2010
38@38@39@2015@Time Of Our Lives@Pitbull & Ne-Yo@2010
39@39@40@2015@Locked Away@R. City Featuring Adam Levine@2010
40@40@41@2015@Somebody@Natalie La Rose Featuring Jeremih@2010
41@41@42@2015@FourFiveSeconds@Rihanna & Kanye West & Paul McCartney@2010
42@42@43@2015@Centuries@Fall Out Boy@2010
43@43@44@2015@My Way@Fetty Wap Featuring Monty@2010
44@44@45@2015@Take Your Time@Sam Hunt@2010
45@45@46@2015@Animals@Maroon 5@2010
46@46@47@2015@I Don't F**k With You@Big Sean Featuring E-40@2010
47@47@48@2015@B**** Better Have My Money@Rihanna@2010
48@48@49@2015@Flex (Ooh Ooh Ooh)@Rich Homie Quan@2010
49@49@50@2015@Nasty Freestyle@T-Wayne@2010
50@50@51@2015@Only@Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown@2010
51@51@52@2015@Elastic Heart@Sia@2010
52@52@53@2015@Cool For The Summer@Demi Lovato@2010
53@53@54@2015@Renegades@X Ambassadors@2010
54@54@55@2015@I Don't Mind@Usher Featuring Juicy J@2010
55@55@56@2015@Love Me Harder@Ariana Grande & The Weeknd@2010
56@56@57@2015@Wildest Dreams@Taylor Swift@2010
57@57@58@2015@Stay With Me@Sam Smith@2010
58@58@59@2015@You Know You Like It@DJ Snake & AlunaGeorge@2010
59@59@60@2015@Uma Thurman@Fall Out Boy@2010
60@60@61@2015@7/11@Beyonce@2010
61@61@62@2015@The Heart Wants What It Wants@Selena Gomez@2010
62@62@63@2015@Girl Crush@Little Big Town@2010
63@63@64@2015@Slow Motion@Trey Songz@2010
64@64@65@2015@Drag Me Down@One Direction@2010
65@65@66@2015@Truffle Butter@Nicki Minaj Featuring Drake & Lil Wayne@2010
66@66@67@2015@One Last Time@Ariana Grande@2010
67@67@68@2015@Chains@Nick Jonas@2010
68@68@69@2015@All Eyes On You@Meek Mill Featuring Chris Brown & Nicki Minaj@2010
69@69@70@2015@No Type@Rae Sremmurd@2010
70@70@71@2015@Riptide@Vance Joy@2010
71@71@72@2015@Classic Man@Jidenna Featuring Roman GianArthur@2010
72@72@73@2015@Ex's & Oh's@Elle King@2010
73@73@74@2015@Dear Future Husband@Meghan Trainor@2010
74@74@75@2015@Marvin Gaye@Charlie Puth Featuring Meghan Trainor@2010
75@75@76@2015@Like I'm Gonna Lose You@Meghan Trainor Featuring John Legend@2010
76@76@77@2015@Habits (Stay High)@Tove Lo@2010
77@77@78@2015@The Hanging Tree@James Newton Howard Featuring Jennifer Lawrence@2010
78@78@79@2015@CoCo@O.T. Genasis@2010
79@79@80@2015@Bang Bang@Jessie J, Ariana Grande & Nicki Minaj@2010
80@80@81@2015@Lay Me Down@Sam Smith@2010
81@81@82@2015@Tuesday@I LOVE MAKONNEN Featuring Drake@2010
82@82@83@2015@Hit The Quan@iLoveMemphis@2010
83@83@84@2015@Downtown@Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz@2010
84@84@85@2015@House Party@Sam Hunt@2010
85@85@86@2015@Ayo@Chris Brown & Tyga@2010
86@86@87@2015@Kick The Dust Up@Luke Bryan@2010
87@87@88@2015@Blessings@Big Sean Featuring Drake@2010
88@88@89@2015@Budapest@George Ezra@2010
89@89@90@2015@Chandelier@Sia@2010
90@90@91@2015@Heartbeat Song@Kelly Clarkson@2010
91@91@92@2015@Don't@Ed Sheeran@2010
