@index@position@year@title@artist@decade
0@0@1@2006@Bad Day@Daniel Powter@2000
1@1@2@2006@Temperature@Sean Paul@2000
2@2@3@2006@Promiscuous@Nelly Furtado Featuring Timbaland@2000
3@3@4@2006@You're Beautiful@James Blunt@2000
4@4@5@2006@Hips Don't Lie@Shakira Featuring Wyclef Jean@2000
5@5@6@2006@Unwritten@Natasha Bedingfield@2000
6@6@7@2006@Crazy@Gnarls Barkley@2000
7@7@8@2006@Ridin'@Chamillionaire Featuring Krayzie Bone@2000
8@8@9@2006@ SexyBack@Justin Timberlake@2000
9@9@10@2006@Check On It@Beyonce Featuring Slim Thug@2000
10@10@11@2006@Be Without You@Mary J. Blige@2000
11@11@12@2006@Grillz@Nelly Featuring Paul Wall, Ali & Gipp@2000
12@12@13@2006@Over My Head (Cable Car)@The Fray@2000
13@13@14@2006@Me & U@Cassie@2000
14@14@15@2006@Buttons@The Pussycat Dolls Featuring Snoop Dogg@2000
15@15@16@2006@Run It!@Chris Brown@2000
16@16@17@2006@So Sick@Ne-Yo@2000
17@17@18@2006@It's Goin' Down@Yung Joc@2000
18@18@19@2006@SOS@Rihanna@2000
19@19@20@2006@I Write Sins Not Tragedies@Panic! At The Disco@2000
20@20@21@2006@Move Along@The All-American Rejects@2000
21@21@22@2006@London Bridge@Fergie@2000
22@22@23@2006@Dani California@Red Hot Chili Peppers@2000
23@23@24@2006@Snap Yo Fingers@Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ@2000
24@24@25@2006@Lean Wit It, Rock Wit It@Dem Franchize Boyz Featuring Lil Peanut & Charlay@2000
25@25@26@2006@What Hurts The Most@Rascal Flatts@2000
26@26@27@2006@How To Save A Life@The Fray@2000
27@27@28@2006@Unfaithful@Rihanna@2000
28@28@29@2006@Chasing Cars@Snow Patrol@2000
29@29@30@2006@Lips Of An Angel@Hinder@2000
30@30@31@2006@Everytime We Touch@Cascada@2000
31@31@32@2006@Ain't No Other Man@Christina Aguilera@2000
32@32@33@2006@Dance, Dance@Fall Out Boy@2000
33@33@34@2006@Gold Digger@Kanye West Featuring Jamie Foxx@2000
34@34@35@2006@Money Maker@Ludacris Featuring Pharrell@2000
35@35@36@2006@Ms. New Booty@Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark@2000
36@36@37@2006@(When You Gonna) Give It Up To Me@Sean Paul Featuring Keyshia Cole@2000
37@37@38@2006@Photograph@Nickelback@2000
38@38@39@2006@Because Of You@Kelly Clarkson@2000
39@39@40@2006@Stickwitu@The Pussycat Dolls@2000
40@40@41@2006@I'm N Luv (Wit A Stripper)@T-Pain Featuring Mike Jones@2000
41@41@42@2006@My Humps@The Black Eyed Peas@2000
42@42@43@2006@Where'd You Go@Fort Minor Featuring Holly Brook@2000
43@43@44@2006@Yo (Excuse Me Miss)@Chris Brown@2000
44@44@45@2006@Walk Away@Kelly Clarkson@2000
45@45@46@2006@Laffy Taffy@D4L@2000
