@index@position@year@title@artist@decade@song_key
0@0@1@1979@My Sharona@Knack@1970@1979_1
1@1@2@1979@Bad Girls@Donna Summer@1970@1979_2
2@2@3@1979@Le Freak@Chic@1970@1979_3
3@3@4@1979@Da Ya Think I'm Sexy@Rod Stewart@1970@1979_4
4@4@5@1979@Reunited@Peaches and Herb@1970@1979_5
5@5@6@1979@I Will Survive@Gloria Gaynor@1970@1979_6
6@6@7@1979@Hot Stuff@Donna Summer@1970@1979_7
7@7@8@1979@Y.M.C.A.@Village People@1970@1979_8
8@8@9@1979@Ring My Bell@Anita Ward@1970@1979_9
9@9@10@1979@Sad Eyes@Robert John@1970@1979_10
10@10@11@1979@Too Much Heaven@Bee Gees@1970@1979_11
11@11@12@1979@MacArthur Park@Donna Summer@1970@1979_12
12@12@13@1979@When You're In Love With A Beautiful Woman@Dr. Hook@1970@1979_13
13@13@14@1979@Makin' It@David Naughton@1970@1979_14
14@14@15@1979@Fire@Pointer Sisters@1970@1979_15
15@15@16@1979@Tragedy@Bee Gees@1970@1979_16
16@16@17@1979@A Little More Love@Olivia Newton-John@1970@1979_17
17@17@18@1979@Heart Of Glass@Blondie@1970@1979_18
18@18@19@1979@What A Fool Believes@Doobie Brothers@1970@1979_19
19@19@20@1979@Good Times@Chic@1970@1979_20
20@20@21@1979@You Don't Bring Me Flowers@Barbra Streisand and Neil Diamond@1970@1979_21
21@21@22@1979@Knock On Wood@Amii Stewart@1970@1979_22
22@22@23@1979@Stumblin' In@Suzi Quatro and Chris Norman@1970@1979_23
23@23@24@1979@Lead Me On@Maxine Nightingale@1970@1979_24
24@24@25@1979@Shake Your Body@Jacksons@1970@1979_25
25@25@26@1979@Don't Cry Out Loud@Melissa Manchester@1970@1979_26
26@26@27@1979@The Logical Song@Supertramp@1970@1979_27
27@27@28@1979@My Life@Billy Joel@1970@1979_28
28@28@29@1979@Just When I Needed You Most@Randy Vanwarmer@1970@1979_29
29@29@30@1979@You Can't Change That@Raydio@1970@1979_30
30@30@31@1979@Shake Your Groove Thing@Peaches and Herb@1970@1979_31
31@31@32@1979@I'll Never Love This Way Again@Dionne Warwick@1970@1979_32
32@32@33@1979@Love You Inside Out@Bee Gees@1970@1979_33
33@33@34@1979@I Want You To Want Me@Cheap Trick@1970@1979_34
34@34@35@1979@The Main Event (Fight)@Barbra Streisand@1970@1979_35
35@35@36@1979@Mama Can't Buy You Love@Elton John@1970@1979_36
36@36@37@1979@I Was Made For Dancin'@Leif Garrett@1970@1979_37
37@37@38@1979@After The Love Has Gone@Earth, Wind and Fire@1970@1979_38
38@38@39@1979@Heaven Knows@Donna Summer and Brooklyn Dreams@1970@1979_39
39@39@40@1979@The Gambler@Kenny Rogers@1970@1979_40
40@40@41@1979@Lotta Love@Nicolette Larson@1970@1979_41
41@41@42@1979@Lady@Little River Band@1970@1979_42
42@42@43@1979@Heaven Must Have Sent You@Bonnie Pointer@1970@1979_43
43@43@44@1979@Hold The Line@Toto@1970@1979_44
44@44@45@1979@He's The Greatest Dancer@Sister Sledge@1970@1979_45
45@45@46@1979@Sharing The Night Together@Dr. Hook@1970@1979_46
46@46@47@1979@She Believes In Me@Kenny Rogers@1970@1979_47
47@47@48@1979@In The Navy@Village People@1970@1979_48
48@48@49@1979@Music Box Dancer@Frank Mills@1970@1979_49
49@49@50@1979@The Devil Went Down To Georgia@Charlie Daniels Band@1970@1979_50
50@50@51@1979@Gold@John Stewart@1970@1979_51
51@51@52@1979@Goodnight Tonight@Wings@1970@1979_52
52@52@53@1979@We Are Family@Sister Sledge@1970@1979_53
53@53@54@1979@Rock 'N' Roll Fantasy@Bad Company@1970@1979_54
54@54@55@1979@Every 1's A Winner@Hot Chocolate@1970@1979_55
55@55@56@1979@Take Me Home@Cher@1970@1979_56
56@56@57@1979@Boogie Wonderland@Earth, Wind and Fire@1970@1979_57
57@57@58@1979@(Our Love) Don't Throw It All Away@Andy Gibb@1970@1979_58
58@58@59@1979@What You Won't Do For Love@Bobby Caldwell@1970@1979_59
59@59@60@1979@New York Groove@Ace Frehley@1970@1979_60
60@60@61@1979@Sultans Of Swing@Dire Straits@1970@1979_61
61@61@62@1979@I Want Your Love@Chic@1970@1979_62
62@62@63@1979@Chuck E's In Love@Rickie Lee Jones@1970@1979_63
63@63@64@1979@I Love The Night Life@Alicia Bridges@1970@1979_64
64@64@65@1979@Ain't No Stoppin' Us Now@McFadden and Whitehead@1970@1979_65
65@65@66@1979@Lonesome Loser@Little River Band@1970@1979_66
66@66@67@1979@Renegade@Styx@1970@1979_67
67@67@68@1979@Love Is The Answer@England Dan and John Ford Coley@1970@1979_68
68@68@69@1979@Got To Be Real@Cheryl Lynn@1970@1979_69
69@69@70@1979@Born To Be Alive@Patrick Hernandez@1970@1979_70
70@70@71@1979@Shine A Little Love@Electric Light Orchestra@1970@1979_71
71@71@72@1979@I Just Fall In Love Again@Anne Murray@1970@1979_72
72@72@73@1979@Shake It@Ian Matthews@1970@1979_73
73@73@74@1979@I Was Made For Lovin' You@Kiss@1970@1979_74
74@74@75@1979@I Just Wanna Stop@Gino Vannelli@1970@1979_75
