@index@position@year@title@artist@decade
0@0@1@2005@We Belong Together@Mariah Carey@2000
1@1@2@2005@Hollaback Girl@Gwen Stefani@2000
2@2@3@2005@Let Me Love You@Mario@2000
3@3@4@2005@Since U Been Gone@Kelly Clarkson@2000
4@4@5@2005@1, 2 Step@Ciara feat. Missy Elliott@2000
5@5@6@2005@Gold Digger@Kanye West feat. Jamie Foxx@2000
6@6@7@2005@Boulevard of Broken Dreams@Green Day@2000
7@7@8@2005@Candy Shop@50 Cent feat. Olivia@2000
8@8@9@2005@Don't Cha@The Pussycat Dolls feat. Busta Rhymes@2000
9@9@10@2005@Behind These Hazel Eyes@Kelly Clarkson@2000
10@10@11@2005@Disco Inferno@50 Cent@2000
11@11@12@2005@You and Me@Lifehouse@2000
12@12@13@2005@Don't Phunk With My Heart@The Black Eyed Peas@2000
13@13@14@2005@Lose Control@Missy Elliott feat. Ciara and Fat Man Scoop@2000
14@14@15@2005@Shake it Off@Mariah Carey@2000
15@15@16@2005@Mr. Brightside@The Killers@2000
16@16@17@2005@Just a Lil Bit@50 Cent@2000
17@17@18@2005@Pon de Replay@Rihanna@2000
18@18@19@2005@How We Do@The Game feat. 50 Cent@2000
19@19@20@2005@Beverly Hills@Weezer@2000
20@20@21@2005@Oh@Ciara feat. Ludacris@2000
21@21@22@2005@Lonely No More@Rob Thomas@2000
22@22@23@2005@Drop it Like It's Hot@Snoop Dogg feat. Pharrell@2000
23@23@24@2005@Hate It or Love It@The Game feat. 50 Cent@2000
24@24@25@2005@Lovers and Friends@Lil Jon and The East Side Boyz feat. Usher and Ludacris@2000
25@25@26@2005@Soldier@Destiny's Child feat. T.I. and Lil Wayne@2000
26@26@27@2005@Breakaway@Kelly Clarkson@2000
27@27@28@2005@Switch@Will Smith@2000
28@28@29@2005@Let Me HOld You@Bow Wow feat. Omarion@2000
29@29@30@2005@Like You@Bow Wow feat. Ciara@2000
30@30@31@2005@Rich Girl@Gwen Stefani feat. Eve@2000
31@31@32@2005@My Humps@The Black Eyed Peas@2000
32@32@33@2005@Obsession (No Es Amor)@Frankie J feat. Baby Bash@2000
33@33@34@2005@Caught Up@Usher@2000
34@34@35@2005@Listen to your Heart@D.H.T.@2000
35@35@36@2005@Scars@Papa Roach@2000
36@36@37@2005@Feel Good Inc@Gorillaz@2000
37@37@38@2005@Let Me Go@3 Doors Down@2000
38@38@39@2005@Holiday@Green Day@2000
39@39@40@2005@Sugar, we're Goin' Down@Fall Out Boy@2000
40@40@41@2005@Grind With Me@Pretty Ricky@2000
41@41@42@2005@Run It!@Chris Brown@2000
42@42@43@2005@Photograph@Nickelback@2000
43@43@44@2005@Lonely@Akon@2000
44@44@45@2005@Collide@Howie Day@2000
45@45@46@2005@Wake Me up When September Ends@Green Day@2000
46@46@47@2005@Slow Down@Bobby Valentino@2000
47@47@48@2005@Over and Over@Nelly feat. Tim McGraw@2000
48@48@49@2005@Some Cut@Trillville feat. Cutty@2000
49@49@50@2005@Get it Poppin'@Fat Joe feat. Nelly@2000
50@50@51@2005@Play@David Banner@2000
51@51@52@2005@Soul Survivor@Young Jeezy feat. Akon@2000
52@52@53@2005@Pimpin' All Over the World@Ludacris feat. Bobby Valentino@2000
53@53@54@2005@My Boo@Usher And Alicia Keys@2000
54@54@55@2005@Sugar (Gimme Some)@Trick Daddy feat. Ludacris, Lil' Kim and Cee-Lo@2000
55@55@56@2005@Karma@Alicia Keys@2000
56@56@57@2005@Speed of Sound@Coldplay@2000
57@57@58@2005@I Don't Want to Be@Gavin DeGraw@2000
58@58@59@2005@Mockingbird@Eminem@2000
59@59@60@2005@La Tortura@Shakira feat. Alejandro Sanz@2000
60@60@61@2005@She Will be Loved@Maroon5@2000
61@61@62@2005@Baby I'm Back@Baby Bash feat. Akon@2000
62@62@63@2005@Wait (The Whisper Song)@Ying Yang Twins@2000
63@63@64@2005@Incomplete@Backstreet Boys@2000
64@64@65@2005@Bring em Out@T.I.@2000
65@65@66@2005@Cater 2 U@Destiny's Child@2000
66@66@67@2005@1 Thing@Amerie@2000
67@67@68@2005@Best of You@Foo Fighters@2000
68@68@69@2005@It's Like That@Mariah Carey@2000
