@index@position@year@title@artist@decade
0@0@1@1970@Bridge Over Troubled Water@Simon and Garfunkel@1970
1@1@2@1970@(They Long To Be) Close To You@Carpenters@1970
2@2@3@1970@American Woman / No Sugar Tonight@Guess Who@1970
3@3@4@1970@Raindrops Keep Fallin' On My Head@B.J. Thomas@1970
4@4@5@1970@War@Edwin Starr@1970
5@5@6@1970@Ain't No Mountain High Enough@Diana Ross@1970
6@6@7@1970@I'll Be There@Jackson 5@1970
7@7@8@1970@Get Ready@Rare Earth@1970
8@8@9@1970@Let It Be@Beatles@1970
9@9@10@1970@Band Of Gold@Freda Payne@1970
10@10@11@1970@Mama Told Me (Not To Come)@Three Dog Night@1970
11@11@12@1970@Everything Is Beautiful@Ray Stevens@1970
12@12@13@1970@Make It With You@Bread@1970
13@13@14@1970@Hitchin' A Ride@Vanity Fair@1970
14@14@15@1970@ABC@Jackson 5@1970
15@15@16@1970@The Love You Save / I Found That Girl@Jackson 5@1970
16@16@17@1970@Cracklin' Rose@Neil Diamond@1970
17@17@18@1970@Candida@Dawn@1970
18@18@19@1970@Thank You (Fallettin Me Be Mice Elf Again) / Everybody Is A Star@Sly and The Family Stone@1970
19@19@20@1970@Spill The Wine@Eric Burdon and War@1970
20@20@21@1970@O-o-h Child / Dear Prudence@Five Stairsteps and Cubie@1970
21@21@22@1970@Spirit In The Sky@Norman Greenbaum@1970
22@22@23@1970@Lay Down (Candles In The Rain)@Melanie and The Edwin Hawkins Singers@1970
23@23@24@1970@Ball Of Confusion (That's What The World Is Today)@Temptations@1970
24@24@25@1970@Love On A Two Way Street@Moments@1970
25@25@26@1970@Which Way You Goin' Billy?@Poppy Family@1970
26@26@27@1970@All Right Now@Free@1970
27@27@28@1970@I Want You Back@Jackson 5@1970
28@28@29@1970@Julie, Do Ya Love Me@Bobby Sherman@1970
29@29@30@1970@Green-eyed Lady@Sugarloaf@1970
30@30@31@1970@Signed Sealed, Delivered (I'm Yours)@Stevie Wonder@1970
31@31@32@1970@Ride Captain Ride@Blues Image@1970
32@32@33@1970@Venus@Shocking Blue@1970
33@33@34@1970@Instant Karma (We All Shine On)@John Ono Lennon@1970
34@34@35@1970@Patches@Clarence Carter@1970
35@35@36@1970@Lookin' Out My Back Door / Long As I Can See The Light@Creedence Clearwater Revival@1970
36@36@37@1970@Rainy Night In Georgia@Brook Benton@1970
37@37@38@1970@Something's Burning@Kenny Rogers and The First Edition@1970
38@38@39@1970@Give Me Just A Little More Time@Chairmen Of The Board@1970
39@39@40@1970@Love Grows (Where My Rosemary Goes)@Edison Lighthouse@1970
40@40@41@1970@The Long And Winding Road / For You Blue@Beatles@1970
41@41@42@1970@Snowbird@Anne Murray@1970
42@42@43@1970@Reflections Of My Life@Marmalade@1970
43@43@44@1970@Hey There Lonely Girl@Eddie Holman@1970
44@44@45@1970@The Rapper@Jaggerz@1970
45@45@46@1970@He Ain't Heavy, He's My Brother@Hollies@1970
46@46@47@1970@Tighter, Tighter@Alive and Kicking@1970
47@47@48@1970@Come And Get It@Badfinger@1970
48@48@49@1970@Cecelia@Simon and Garfunkel@1970
49@49@50@1970@Love Land@Charles Wright and The Watts 103rd Street Rhythm Band@1970
50@50@51@1970@Turn Back The Hands Of Time@Tyrone Davis@1970
51@51@52@1970@Lola@Kinks@1970
52@52@53@1970@In The Summertime@Mungo Jerry@1970
53@53@54@1970@Indiana Wants Me@R. Dean Taylor@1970
54@54@55@1970@(I Know) I'm Losing You@Rare Earth@1970
55@55@56@1970@Easy Come, Easy Go@Bobby Sherman@1970
56@56@57@1970@Express Yourself@Charles Wright and The Watts 103rd Street Rhythm Band@1970
57@57@58@1970@Still Water (Love)@Four Tops@1970
58@58@59@1970@Make Me Smile@Chicago@1970
59@59@60@1970@House Of The Rising Sun@Frijid Pink@1970
60@60@61@1970@25 Or 6 To 4@Chicago@1970
61@61@62@1970@My Baby Loves Lovin'@White Plains@1970
62@62@63@1970@Love Or Let Me Be Lonely@Friends Of Distinction@1970
63@63@64@1970@United We Stand@Brotherhood Of Man@1970
64@64@65@1970@We've Only Just Begun@Carpenters@1970
65@65@66@1970@Arizona@Mark Lindsay@1970
66@66@67@1970@Fire And Rain@James Taylor@1970
67@67@68@1970@Groovy Situation@Gene Chandler@1970
68@68@69@1970@Evil Ways@Santana@1970
69@69@70@1970@No Time@Guess Who@1970
70@70@71@1970@Didn't I (Blow Your Mind This Time)@Delfonics@1970
71@71@72@1970@The Wonder Of You / Mama Liked The Roses@Elvis Presley@1970
72@72@73@1970@Up Around The Bend / Run Through The Jungle@Creedence Clearwater Revival@1970
73@73@74@1970@(If You Let Me Make Love To You Then) Why Can't I Touch You@Ronnie Dyson@1970
74@74@75@1970@I Just Can't Help Believing@B.J. Thomas@1970
