@index@position@year@title@artist@decade
0@0@1@1971@Joy To The World@Three Dog Night@1970
1@1@2@1971@Maggie May / (Find A) Reason To Believe@Rod Stewart@1970
2@2@3@1971@It's Too Late / I Feel The Earth Move@Carole King@1970
3@3@4@1971@One Bad Apple@Osmonds@1970
4@4@5@1971@How Can You Mend A Broken Heart@Bee Gees@1970
5@5@6@1971@Indian Reservation@Raiders@1970
6@6@7@1971@Go Away Little Girl@Donny Osmond@1970
7@7@8@1971@Take Me Home, Country Roads@John Denver@1970
8@8@9@1971@Just My Imagination (Running Away With Me)@Temptations@1970
9@9@10@1971@Knock Three Times@Dawn@1970
10@10@11@1971@Me And Bobby McGee@Janis Joplin@1970
11@11@12@1971@Tired Of Being Alone@Al Green@1970
12@12@13@1971@Want Ads@Honey Cone@1970
13@13@14@1971@Smiling Faces Sometimes@Undisputed Truth@1970
14@14@15@1971@Treat Her Like A Lady@Cornelius Brothers and Sister Rose@1970
15@15@16@1971@You've Got A Friend@James Taylor@1970
16@16@17@1971@Mr. Big Stuff@Jean Knight@1970
17@17@18@1971@Brown Sugar@Rolling Stones@1970
18@18@19@1971@Do You Know What I Mean@Lee Michaels@1970
19@19@20@1971@The Night They Drove Old Dixie Down@Joan Baez@1970
20@20@21@1971@What's Going On@Marvin Gaye@1970
21@21@22@1971@Uncle Albert-Admiral Halsey@Paul and Linda McCartney@1970
22@22@23@1971@Ain't No Sunshine@Bill Withers@1970
23@23@24@1971@Signs@Five Man Electrical Band@1970
24@24@25@1971@She's A Lady@Tom Jones@1970
25@25@26@1971@Superstar@Murray Head and The Trinidad Singers@1970
26@26@27@1971@I Found Someone Of My Own@Free Movement@1970
27@27@28@1971@Amos Moses@Jerry Reed@1970
28@28@29@1971@Temptation Eyes@Grass Roots@1970
29@29@30@1971@Superstar@Carpenters@1970
30@30@31@1971@My Sweet Lord / Isn't It A Pity@George Harrison@1970
31@31@32@1971@Sweet And Innocent@Donny Osmond@1970
32@32@33@1971@Put Your Hand In The Hand@Ocean@1970
33@33@34@1971@Chick-a-boom@Daddy Dewdrop@1970
34@34@35@1971@For All We Know@Carpenters@1970
35@35@36@1971@Help Me Make It Through The Night@Sammi Smith@1970
36@36@37@1971@Rainy Days And Mondays@Carpenters@1970
37@37@38@1971@If You Could Read My Mind@Gordon Lightfoot@1970
38@38@39@1971@Gypsy, Tramps And Thieves@Cher@1970
39@39@40@1971@Never Can Say Goodbye@Jackson 5@1970
40@40@41@1971@Rose Garden@Lynn Anderson@1970
41@41@42@1971@Don't Pull Your Love@Hamilton, Joe Frank and Reynolds@1970
42@42@43@1971@It Don't Come Easy@Ringo Starr@1970
43@43@44@1971@Mr. Bojangles@Nitty Gritty Dirt Band@1970
44@44@45@1971@I Love You Foe All Seasons@Fuzz@1970
45@45@46@1971@Whatcha See Is Whatcha Get@Dramatics@1970
46@46@47@1971@That's The Way I've Always Heard It Should Be@Carly Simon@1970
47@47@48@1971@If You Really Love Me@Stevie Wonder@1970
48@48@49@1971@Spanish Harlem@Aretha Franklin@1970
49@49@50@1971@I Don't Know How To Love Him@Helen Reddy@1970
50@50@51@1971@Yo-yo@Osmonds@1970
51@51@52@1971@Bridge Over Troubled Water@Aretha Franklin@1970
52@52@53@1971@Doesn't Somebody Want To Be Wanted@Partridge Family@1970
53@53@54@1971@Draggin' The Line@Tommy James@1970
54@54@55@1971@Proud Mary@Ike and Tina Turner@1970
55@55@56@1971@Beginnings / Color My World@Chicago@1970
56@56@57@1971@Stay Awhile@Bells@1970
57@57@58@1971@Sweet City Woman@Stampeders@1970
58@58@59@1971@Me And You And A Dog Named Boo@Lobo@1970
59@59@60@1971@Another Day / Oh Woman, Oh Why@Paul McCartney@1970
60@60@61@1971@If@Bread@1970
61@61@62@1971@Mercy Mercy Me (The Ecology)@Marvin Gaye@1970
62@62@63@1971@One Toke Over The Line@Brewer and Shipley@1970
63@63@64@1971@She's Not Just Another Woman@8th Day@1970
64@64@65@1971@Bring The Boys Home@Freda Payne@1970
65@65@66@1971@I Just Want To Celebrate@Rare Earth@1970
66@66@67@1971@Never Ending Song Of Love@Delaney and Bonnie and Friends@1970
67@67@68@1971@Easy Loving@Freddy Hart@1970
68@68@69@1971@Liar@Three Dog Night@1970
69@69@70@1971@Stick-up@Honey Cone@1970
70@70@71@1971@Chirpy Chirpy Cheep Cheep@Mac and Katie Kissoon@1970
71@71@72@1971@Love Story (Where Do I Begin)@Andy Williams@1970
72@72@73@1971@Wild World@Cat Stevens@1970
73@73@74@1971@When You're Hot, You're Hot@Jerry Reed@1970
74@74@75@1971@Funky Nassau@Beginning Of The End@1970
75@75@76@1971@If Not For You@Olivia Newton-John@1970
76@76@77@1971@Groove Me@King Floyd@1970
77@77@78@1971@Watching Scotty Grow@Bobby Goldsboro@1970
78@78@79@1971@Woodstock@Matthews' Southern Comfort@1970
79@79@80@1971@Amazing Grace@Judy Collins@1970
80@80@81@1971@I Hear You Knocking@Dave Edmunds@1970
81@81@82@1971@Lonely Days@Bee Gees@1970
82@82@83@1971@Here Comes That Rainy Day Feeling Again@Fortunes@1970
83@83@84@1971@Won't Get Fooled Again@Who@1970
84@84@85@1971@Trapped By A Thing Called Love@Denise Lasalle@1970
85@85@86@1971@Mama's Pearl@Jackson 5@1970
86@86@87@1971@Timothy@Buoys@1970
87@87@88@1971@I Woke Up In Love This Morning@Partridge Family@1970
88@88@89@1971@"Theme From ""Shaft"""@Isaac Hayes@1970
89@89@90@1971@If I Were Your Woman@Gladys Knight and The Pips@1970
90@90@91@1971@I Am..I Said@Neil Diamond@1970
91@91@92@1971@Wedding Song (There Is Love)@Paul Stookey@1970
92@92@93@1971@Don't Knock My Love, Pt. 1@Wilson Pickett@1970
93@93@94@1971@Love Her Madly@Doors@1970
94@94@95@1971@Here Comes The Sun@Richie Havens@1970
95@95@96@1971@Sweet Mary@Wadsworth Mansion@1970
96@96@97@1971@Right On The Tip Of My Tongue@Brenda and The Tabulations@1970
97@97@98@1971@One Less Bell To Answer@Fifth Dimension@1970
98@98@99@1971@Riders On The Storm@Doors@1970
99@99@100@1971@It's Impossible@Perry Como@1970
